,created,video_1,link,link_vid,embeddings_1,is_duplicate,video_2,embeddings_2,Inception_cosin,Inception_eucld,link_vid_2,UNet,audio,length_ratio
11,2024-06-02 07:33:47,37776165-73a8-4e98-ab72-d443dca8e3ba,https://s3.ritm.media/yappy-db-duplicates/37776165-73a8-4e98-ab72-d443dca8e3ba.mp4,/content/37776165-73a8-4e98-ab72-d443dca8e3ba.mp4,[0.00498821 0.02212743 0.01076938 ... 0.00223806 0.01122779 0.01261193],0,263bf591-d8ca-4bd4-bae0-c432fc43a768,[0.00382748 0.00988745 0.01049014 ... 0.02900629 0.01726877 0.00954917],0.6614412552663284,0.6258556842803955,/content/263bf591-d8ca-4bd4-bae0-c432fc43a768.mp4,0.6039914190769196,0.08035098316880274,0.2442748091603053
12,2024-06-01 03:59:32,40ed82d8-3490-4775-89c7-3ff558c97eef,https://s3.ritm.media/yappy-db-duplicates/40ed82d8-3490-4775-89c7-3ff558c97eef.mp4,/content/40ed82d8-3490-4775-89c7-3ff558c97eef.mp4,[0.01750187 0.0104405  0.02131674 ... 0.01436304 0.01500049 0.00658519],0,2b923d82-ee33-4acc-b678-a6eac422a9c7,[0.00688938 0.01068938 0.00806652 ... 0.00076414 0.01233136 0.00608753],0.6050016036184116,0.5093819499015808,/content/2b923d82-ee33-4acc-b678-a6eac422a9c7.mp4,0.6972688138484955,0.1528120029869635,0.1868613138686131
13,2024-06-03 04:35:47,457623df-4492-4528-bc9b-b27f181be273,https://s3.ritm.media/yappy-db-duplicates/457623df-4492-4528-bc9b-b27f181be273.mp4,/content/457623df-4492-4528-bc9b-b27f181be273.mp4,[0.00607168 0.02618492 0.01673513 ... 0.00105939 0.0200818  0.0038843 ],0,71db6e1c-6d68-4655-bbb9-afd459eca7bf,[0.02066081 0.00917416 0.02348512 ... 0.03885414 0.00904986 0.00996598],0.5839824450661826,0.6956706643104553,/content/71db6e1c-6d68-4655-bbb9-afd459eca7bf.mp4,0.6074053347110748,0.22715646759879626,0.7675213675213675
14,2024-06-17 04:39:30,ab2a7b3c-5608-4d5c-9fe5-aa630bea06b6,https://s3.ritm.media/yappy-db-duplicates/ab2a7b3c-5608-4d5c-9fe5-aa630bea06b6.mp4,/content/ab2a7b3c-5608-4d5c-9fe5-aa630bea06b6.mp4,[0.01980387 0.00851371 0.01433997 ... 0.01092347 0.01255444 0.0027389 ],1,387dacda-dbc0-4111-8c90-509a0fc3f7a7,[0.00879627 0.01952583 0.01259663 ... 0.00604401 0.00469314 0.00083231],0.875937409259239,0.37878793478012085,/content/387dacda-dbc0-4111-8c90-509a0fc3f7a7.mp4,0.8744874894618988,0.9999427382924363,0.0
15,2024-06-18 03:34:06,52c59bd6-4f1b-473a-9ff2-cb33ee4a4938,https://s3.ritm.media/yappy-db-duplicates/52c59bd6-4f1b-473a-9ff2-cb33ee4a4938.mp4,/content/52c59bd6-4f1b-473a-9ff2-cb33ee4a4938.mp4,[0.01372791 0.01590322 0.02370075 ... 0.01885479 0.02352829 0.02325593],1,3fec0c53-ea96-4c5c-8032-27c05028edf0,[0.01285816 0.00787106 0.02203674 ... 0.00613181 0.01975954 0.01574674],0.8985620890269552,0.26939332485198975,/content/3fec0c53-ea96-4c5c-8032-27c05028edf0.mp4,0.8501261919736862,0.9999984370565767,0.0
16,2024-06-13 18:34:02,d6a39595-d57f-455f-b7ab-a036cc7ef4d9,https://s3.ritm.media/yappy-db-duplicates/d6a39595-d57f-455f-b7ab-a036cc7ef4d9.mp4,/content/d6a39595-d57f-455f-b7ab-a036cc7ef4d9.mp4,[0.00498207 0.01443537 0.00747123 ... 0.01018231 0.01809337 0.00115522],1,4b1acc2d-69aa-4161-9fc3-fb706ebc9d4a,[0.00486351 0.01528472 0.0073215  ... 0.01268299 0.0267013  0.00260804],0.9614909690965425,0.33458152413368225,/content/4b1acc2d-69aa-4161-9fc3-fb706ebc9d4a.mp4,0.6421509087085724,0.9999950303474961,0.0
17,2024-06-03 03:45:28,0ac7d322-e057-473f-8f48-7625c8cde48e,https://s3.ritm.media/yappy-db-duplicates/0ac7d322-e057-473f-8f48-7625c8cde48e.mp4,/content/0ac7d322-e057-473f-8f48-7625c8cde48e.mp4,[0.01310389 0.0170051  0.01611958 ... 0.0031731  0.00826219 0.00112577],0,35e62643-9df2-4db8-9e3a-046c5d44e45e,[0.00947188 0.00809811 0.02621313 ... 0.01432285 0.03206202 0.00256785],0.7349395902339132,0.6058376431465149,/content/35e62643-9df2-4db8-9e3a-046c5d44e45e.mp4,0.6277295053005219,0.5806572371933691,0.39540229885057465
18,2024-06-01 06:23:55,406b8550-33a5-4853-8227-e0cd1db9abfa,https://s3.ritm.media/yappy-db-duplicates/406b8550-33a5-4853-8227-e0cd1db9abfa.mp4,/content/406b8550-33a5-4853-8227-e0cd1db9abfa.mp4,[0.00832272 0.00767601 0.0157242  ... 0.01722996 0.03079769 0.00823108],0,a8ed78f8-905d-420d-9a66-ade97947c465,[0.00302373 0.01828872 0.02421692 ... 0.02272367 0.01134679 0.01558914],0.6889112957919558,0.6752632260322571,/content/a8ed78f8-905d-420d-9a66-ade97947c465.mp4,0.5860441625118256,0.6946521662292683,0.7783505154639174
19,2024-06-16 23:42:43,b3865f6d-0bce-48f8-8b33-28440514334b,https://s3.ritm.media/yappy-db-duplicates/b3865f6d-0bce-48f8-8b33-28440514334b.mp4,/content/b3865f6d-0bce-48f8-8b33-28440514334b.mp4,[0.01365026 0.01624078 0.01930294 ... 0.003008   0.0521055  0.0621445 ],1,2ace8ad1-fcef-4a9e-84a8-e4701b594008,[0.01057573 0.01426325 0.01738579 ... 0.00098495 0.02843391 0.04727251],0.9205185407873051,0.3725243806838989,/content/2ace8ad1-fcef-4a9e-84a8-e4701b594008.mp4,0.655318558216095,1.0,0.0026455026455026154
20,2024-06-02 06:55:04,1d755e38-0ef4-4794-9bd3-5a4ff951aefd,https://s3.ritm.media/yappy-db-duplicates/1d755e38-0ef4-4794-9bd3-5a4ff951aefd.mp4,/content/1d755e38-0ef4-4794-9bd3-5a4ff951aefd.mp4,[0.01481694 0.0186937  0.02675772 ... 0.00977119 0.01516917 0.01073783],0,31f66951-748f-4a86-9492-051c063f35fc,[0.02097171 0.00905975 0.0154507  ... 0.00294837 0.03094748 0.00018008],0.6677393469528418,0.7600234746932983,/content/31f66951-748f-4a86-9492-051c063f35fc.mp4,0.599060982465744,0.9030638663445798,0.40217391304347827
21,2024-06-11 02:44:32,19b52e0c-1b37-4dd2-b0b2-c3848763c7ff,https://s3.ritm.media/yappy-db-duplicates/19b52e0c-1b37-4dd2-b0b2-c3848763c7ff.mp4,/content/19b52e0c-1b37-4dd2-b0b2-c3848763c7ff.mp4,[0.01896614 0.00849505 0.02411591 ... 0.0074009  0.02741461 0.03083089],0,463d345b-5e63-44ff-bfa3-d2d3a0ff8c3d,[0.01306199 0.01910815 0.01838699 ... 0.01894983 0.01705012 0.0106399 ],0.6652215370912861,0.6955075860023499,/content/463d345b-5e63-44ff-bfa3-d2d3a0ff8c3d.mp4,0.6011544167995453,0.8923494570951694,0.6756800947867299
22,2024-06-01 14:58:19,2925df14-c98c-47f5-a4cf-6b21d41be9b9,https://s3.ritm.media/yappy-db-duplicates/2925df14-c98c-47f5-a4cf-6b21d41be9b9.mp4,/content/2925df14-c98c-47f5-a4cf-6b21d41be9b9.mp4,[0.01359176 0.02141122 0.0082123  ... 0.02704808 0.02876037 0.00096959],0,412058e7-21c4-4bf5-94ed-545f066dd0ed,[0.00512503 0.022819   0.00616831 ... 0.01224283 0.05653914 0.00755518],0.6932079595648053,0.8166444897651672,/content/412058e7-21c4-4bf5-94ed-545f066dd0ed.mp4,0.5914131104946136,0.46445332736492717,0.10358565737051785
23,2024-06-12 05:04:26,0bed3a02-86f6-439a-b3e0-6f5d7a410798,https://s3.ritm.media/yappy-db-duplicates/0bed3a02-86f6-439a-b3e0-6f5d7a410798.mp4,/content/0bed3a02-86f6-439a-b3e0-6f5d7a410798.mp4,[0.01093836 0.02392223 0.01016567 ... 0.02579945 0.01728063 0.00138142],1,15eb018a-d844-4ac9-8c5a-156ed574b4dc,[0.01382693 0.02925912 0.01233122 ... 0.02756149 0.01535069 0.00111504],0.9495165094316061,0.26622146368026733,/content/15eb018a-d844-4ac9-8c5a-156ed574b4dc.mp4,0.8582845330238342,0.9999985616394179,0.0
24,2024-06-19 10:35:20,24876224-90d0-41c0-b172-403320380834,https://s3.ritm.media/yappy-db-duplicates/24876224-90d0-41c0-b172-403320380834.mp4,/content/24876224-90d0-41c0-b172-403320380834.mp4,[0.00290441 0.00196406 0.01291313 ... 0.00293813 0.00705896 0.0005806 ],1,2c6637a5-292f-4ee8-bc1a-104eae132d6a,[0.00274584 0.00252079 0.00595331 ... 0.00445252 0.00637878 0.00141142],0.823842169784328,0.2173943966627121,/content/2c6637a5-292f-4ee8-bc1a-104eae132d6a.mp4,0.7573496997356415,0.999999393882143,0.0
25,2024-06-01 20:57:27,2caa188c-0e05-4f21-9abd-dd5b1b632840,https://s3.ritm.media/yappy-db-duplicates/2caa188c-0e05-4f21-9abd-dd5b1b632840.mp4,/content/2caa188c-0e05-4f21-9abd-dd5b1b632840.mp4,[0.01036263 0.00413413 0.00384699 ... 0.00698445 0.00401038 0.01133995],0,2f2928c2-a672-41fb-a951-d29643aabd46,[0.00172359 0.01220904 0.04398924 ... 0.0023948  0.03623654 0.00250576],0.6371937327040952,0.5758217573165894,/content/2f2928c2-a672-41fb-a951-d29643aabd46.mp4,0.6061238348484039,0.9638644221313285,0.46393034825870644
26,2024-06-05 12:28:23,135263d3-4026-4b27-90a5-ad4728f8b7dc,https://s3.ritm.media/yappy-db-duplicates/135263d3-4026-4b27-90a5-ad4728f8b7dc.mp4,/content/135263d3-4026-4b27-90a5-ad4728f8b7dc.mp4,[0.02251613 0.02823257 0.05996546 ... 0.0034769  0.04291963 0.00143439],0,34740160-af84-4e2d-bd6d-109f0800783f,[0.00442881 0.00106699 0.00894258 ... 0.01794637 0.00639651 0.0154559 ],0.5924319178368929,0.6670884490013123,/content/34740160-af84-4e2d-bd6d-109f0800783f.mp4,0.591529130935669,0.3325391288882932,0.5106382978723404
27,2024-06-02 21:33:36,152eb34c-bcde-4d37-92b7-4ed3ef5d3d2c,https://s3.ritm.media/yappy-db-duplicates/152eb34c-bcde-4d37-92b7-4ed3ef5d3d2c.mp4,/content/152eb34c-bcde-4d37-92b7-4ed3ef5d3d2c.mp4,[0.01503476 0.00471424 0.01087683 ... 0.04436227 0.01271498 0.0057799 ],0,49f01616-4f5f-47ed-b99b-1872eb2a8a8e,[0.01291263 0.00403555 0.00599847 ... 0.00303519 0.00706447 0.01181069],0.621457534540486,0.7268926501274109,/content/49f01616-4f5f-47ed-b99b-1872eb2a8a8e.mp4,0.590878814458847,0.3092381077071642,0.47176368375325806
28,2024-06-01 03:13:14,25a6ddb1-9159-48d4-837b-be07419c1514,https://s3.ritm.media/yappy-db-duplicates/25a6ddb1-9159-48d4-837b-be07419c1514.mp4,/content/25a6ddb1-9159-48d4-837b-be07419c1514.mp4,[0.00551086 0.0098629  0.00169042 ... 0.00938791 0.01724052 0.00289377],0,108d753f-3535-4580-ada0-46c405b61803,[0.01031294 0.00649321 0.02817019 ... 0.00430353 0.03347505 0.01181998],0.5545731580623032,0.672752320766449,/content/108d753f-3535-4580-ada0-46c405b61803.mp4,0.6200889647006989,0.4576700458199061,0.7589641434262948
29,2024-06-10 07:03:27,50977547-c7cb-4a65-a183-a342c6b83e84,https://s3.ritm.media/yappy-db-duplicates/50977547-c7cb-4a65-a183-a342c6b83e84.mp4,/content/50977547-c7cb-4a65-a183-a342c6b83e84.mp4,[0.00853682 0.00688966 0.01105927 ... 0.00064586 0.0265828  0.00943034],1,39785055-2ea9-4f1c-b88e-ea5591e6cfd9,[0.00471108 0.01128637 0.01405236 ... 0.0036645  0.03045773 0.00523342],0.8960550950307922,0.31713753938674927,/content/39785055-2ea9-4f1c-b88e-ea5591e6cfd9.mp4,0.859173372387886,0.9999998182596238,0.0
30,2024-06-02 03:06:55,04395867-c740-4374-83aa-88546d40457f,https://s3.ritm.media/yappy-db-duplicates/04395867-c740-4374-83aa-88546d40457f.mp4,/content/04395867-c740-4374-83aa-88546d40457f.mp4,[0.0047472  0.01809199 0.05824649 ... 0.00326524 0.02528819 0.03811584],0,346c8596-4e55-4f0d-9bfc-a048e2382960,[0.00101665 0.006234   0.00432054 ... 0.00911567 0.00564837 0.00886624],0.7277964006920492,0.5599668622016907,/content/346c8596-4e55-4f0d-9bfc-a048e2382960.mp4,0.6242809295654297,0.9548066713630631,0.5323860103626943
31,2024-06-17 12:19:12,3f7eb9cc-b164-42c0-ae2b-6f2a38536e31,https://s3.ritm.media/yappy-db-duplicates/3f7eb9cc-b164-42c0-ae2b-6f2a38536e31.mp4,/content/3f7eb9cc-b164-42c0-ae2b-6f2a38536e31.mp4,[0.0134302  0.00650058 0.01347239 ... 0.01330785 0.0387197  0.00312043],0,4704f9e2-4bd9-4106-8b46-3b436829e0da,[0.01464499 0.01018586 0.03096113 ... 0.02832559 0.03895018 0.00110681],0.7099655530742391,0.5743553042411804,/content/4704f9e2-4bd9-4106-8b46-3b436829e0da.mp4,0.6101904809474945,0.7388469441241471,0.4079696394686907
32,2024-06-07 01:20:13,261e1830-b713-4052-886f-4b7e4ae048ff,https://s3.ritm.media/yappy-db-duplicates/261e1830-b713-4052-886f-4b7e4ae048ff.mp4,/content/261e1830-b713-4052-886f-4b7e4ae048ff.mp4,[0.0031113  0.01108162 0.01422478 ... 0.01876529 0.01187638 0.01606883],0,6ce0a04b-f288-4927-8920-c0de3964b986,[0.00207086 0.03993935 0.01212542 ... 0.0281253  0.03371153 0.00525391],0.7534859507631273,0.6889907121658325,/content/6ce0a04b-f288-4927-8920-c0de3964b986.mp4,0.5648857653141022,0.64024844560267,0.32439678284182305
33,2024-06-11 12:31:56,72b23569-61d8-421d-9372-c281a132c2aa,https://s3.ritm.media/yappy-db-duplicates/72b23569-61d8-421d-9372-c281a132c2aa.mp4,/content/72b23569-61d8-421d-9372-c281a132c2aa.mp4,[0.00533872 0.00412698 0.00789045 ... 0.00196061 0.0092454  0.00560751],1,4d117e94-0d9d-4a04-b157-9e6d9633ffc7,[0.00606062 0.00443168 0.00815991 ... 0.00215783 0.00956318 0.0035243 ],0.9978888882863832,0.05527781322598457,/content/4d117e94-0d9d-4a04-b157-9e6d9633ffc7.mp4,0.9931501685641706,0.9646364588969377,0.0018726591760300556
34,2024-06-08 00:09:22,30d89e35-5bd0-4307-ba5c-a6b87e46b113,https://s3.ritm.media/yappy-db-duplicates/30d89e35-5bd0-4307-ba5c-a6b87e46b113.mp4,/content/30d89e35-5bd0-4307-ba5c-a6b87e46b113.mp4,[0.0218962  0.01842695 0.02759895 ... 0.00827568 0.05305808 0.01826363],0,1634feaa-8895-469f-88a9-5578c9bce369,[0.00606502 0.01740883 0.01382323 ... 0.02449402 0.01298169 0.00736177],0.7380723170166738,0.8371717929840088,/content/1634feaa-8895-469f-88a9-5578c9bce369.mp4,0.5903200805187225,0.65484013462483,0.6673189823874756
35,2024-06-02 19:16:18,3632bdc4-08c1-4f4f-9ba7-8b17f06df7f4,https://s3.ritm.media/yappy-db-duplicates/3632bdc4-08c1-4f4f-9ba7-8b17f06df7f4.mp4,/content/3632bdc4-08c1-4f4f-9ba7-8b17f06df7f4.mp4,[0.00819518 0.03138836 0.02588724 ... 0.01261266 0.0236121  0.01121174],0,3858c933-c2e9-49b6-a9e1-e839ff38477e,[0.00156529 0.00942059 0.00360071 ... 0.00856926 0.00236724 0.00364186],0.6409890904539224,0.7091377377510071,/content/3858c933-c2e9-49b6-a9e1-e839ff38477e.mp4,0.5848118364810944,0.6837000293410502,0.20474137931034478
36,2024-06-02 19:21:50,04ea0895-62a9-4966-9b15-0fae0182ec2a,https://s3.ritm.media/yappy-db-duplicates/04ea0895-62a9-4966-9b15-0fae0182ec2a.mp4,/content/04ea0895-62a9-4966-9b15-0fae0182ec2a.mp4,[0.00298787 0.00305904 0.01889152 ... 0.00477693 0.0161413  0.02660511],0,c4dfdf43-8ff7-4a6b-8eb0-74ca64d6048b,[0.00747427 0.01008698 0.01744906 ... 0.00238214 0.02291373 0.01467438],0.6376851950568692,0.72298264503479,/content/c4dfdf43-8ff7-4a6b-8eb0-74ca64d6048b.mp4,0.537656307220459,0.5951769048784824,0.7736143637782982
37,2024-06-22 17:38:02,13bcb8eb-1a91-4d22-a288-69bf794aeccf,https://s3.ritm.media/yappy-db-duplicates/13bcb8eb-1a91-4d22-a288-69bf794aeccf.mp4,/content/13bcb8eb-1a91-4d22-a288-69bf794aeccf.mp4,[0.00684323 0.00672746 0.02181107 ... 0.00701356 0.04569908 0.00918056],1,4ea895c0-39c6-4073-9110-0045e45e08b8,[0.00700738 0.00632705 0.02282901 ... 0.00710586 0.04498153 0.00884667],0.9995147789308951,0.03207869082689285,/content/4ea895c0-39c6-4073-9110-0045e45e08b8.mp4,0.99792047473602,0.9971771277473882,0.0010235414534290237
38,2024-06-03 04:59:39,47d9efde-dc3f-49e6-92e9-6392ee28ccd5,https://s3.ritm.media/yappy-db-duplicates/47d9efde-dc3f-49e6-92e9-6392ee28ccd5.mp4,/content/47d9efde-dc3f-49e6-92e9-6392ee28ccd5.mp4,[0.00026266 0.00547703 0.02434205 ... 0.00807347 0.02043331 0.01329899],0,263bf591-d8ca-4bd4-bae0-c432fc43a768,[0.00382748 0.00988745 0.01049014 ... 0.02900629 0.01726877 0.00954917],0.570787721989148,0.5741994380950928,/content/263bf591-d8ca-4bd4-bae0-c432fc43a768.mp4,0.6042942106723785,0.0786477322177046,0.23232323232323232
39,2024-06-03 08:22:26,145fdaef-9471-4aec-837d-ca06ce67ce3e,https://s3.ritm.media/yappy-db-duplicates/145fdaef-9471-4aec-837d-ca06ce67ce3e.mp4,/content/145fdaef-9471-4aec-837d-ca06ce67ce3e.mp4,[0.00366018 0.01827917 0.00777994 ... 0.01970242 0.01666927 0.00697085],0,00dcf804-be3b-4c27-927b-6b4db63769f5,[0.00086933 0.00969029 0.04154826 ... 0.01333996 0.02705863 0.03549232],0.5738139816381523,0.6388705968856812,/content/00dcf804-be3b-4c27-927b-6b4db63769f5.mp4,0.6087222099304199,0.6801103181702441,0.688588007736944
40,2024-06-11 01:36:20,49dfbac6-0fbb-42a9-8663-33811ddcf246,https://s3.ritm.media/yappy-db-duplicates/49dfbac6-0fbb-42a9-8663-33811ddcf246.mp4,/content/49dfbac6-0fbb-42a9-8663-33811ddcf246.mp4,[0.01774758 0.00859018 0.02548668 ... 0.00770199 0.02771581 0.00245972],0,436805ad-cc09-4b78-8720-f74dbb9d99cc,[0.02572422 0.01239209 0.00507315 ... 0.00203074 0.01156749 0.01080137],0.6732710460534709,0.6215251684188843,/content/436805ad-cc09-4b78-8720-f74dbb9d99cc.mp4,0.6164397299289703,0.48039774812572955,0.609271523178808
41,2024-06-02 03:57:54,35b6d63f-ad61-4315-b9d8-1d19c78c1de7,https://s3.ritm.media/yappy-db-duplicates/35b6d63f-ad61-4315-b9d8-1d19c78c1de7.mp4,/content/35b6d63f-ad61-4315-b9d8-1d19c78c1de7.mp4,[0.00230943 0.00979431 0.01070651 ... 0.01786115 0.01821097 0.00215752],0,16c1af94-2a65-46b5-9f86-b785dedf8c9d,[0.00139489 0.00435071 0.01017357 ... 0.01109142 0.00629984 0.01025825],0.7143196043910621,0.5311132073402405,/content/16c1af94-2a65-46b5-9f86-b785dedf8c9d.mp4,0.6128000319004059,0.2184763935234899,0.6457473162675474
42,2024-06-01 17:20:14,1e93d5dd-cc75-40c7-bb68-fcb2dd10e9ad,https://s3.ritm.media/yappy-db-duplicates/1e93d5dd-cc75-40c7-bb68-fcb2dd10e9ad.mp4,/content/1e93d5dd-cc75-40c7-bb68-fcb2dd10e9ad.mp4,[0.00612546 0.0018706  0.00845617 ... 0.02401896 0.00245577 0.00105806],0,efa94c59-3b90-4594-b0b1-c5217db3288a,[0.02611089 0.01893815 0.01258458 ... 0.0165719  0.00245512 0.0158692 ],0.6198121663825179,0.6799008846282959,/content/efa94c59-3b90-4594-b0b1-c5217db3288a.mp4,0.6149090826511383,0.6000881941240114,0.4827868852459016
43,2024-06-20 05:20:33,ff9f89d2-085e-4cd6-8e94-084554373b3b,https://s3.ritm.media/yappy-db-duplicates/ff9f89d2-085e-4cd6-8e94-084554373b3b.mp4,/content/ff9f89d2-085e-4cd6-8e94-084554373b3b.mp4,[0.00285529 0.007096   0.02187338 ... 0.00478538 0.03633858 0.00909154],1,04747da1-8e76-4c92-ba54-2b6bb1d08cfe,[0.00262463 0.00523026 0.02353636 ... 0.00098708 0.03653585 0.01164308],0.9705525671369584,0.1624050736427307,/content/04747da1-8e76-4c92-ba54-2b6bb1d08cfe.mp4,0.8901555612683296,0.9237830455739419,0.20624999999999993
